Country,Indicator,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012
Thailand,Category1,0,0,0,0,0,4.9,0,5.7,0,5.3,0,5.1,0
Thailand,Category2,0,0,0,4.6,0,5.3,0,5.2,0,5.1,0,5.7,0
Thailand,Category3,0,0,0,0,0,10,0,0,0,0,0,0,0
Thailand,Category4,0,0,0,0,0,1.6,0,0,0,0,0,0,0
Thailand,Category5,0,0,0,0,0,.2,0,0,0,0,0,0,0
Thailand,Category6,0,0,0,0,0,1.7,0,0,0,0,0,0,0
Thailand,Category7,0,0,0,0,0,28,0,0,0,0,0,0,0
Thailand,Category8,0,0,0,0,0,.3,0,0,0,0,0,0,0
Thailand,Category9,0,0,0,0,0,2.2,0,0,0,0,0,0,0
Thailand,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
The former Yugoslav Republic of Macedonia,Category1,4.9,4.1,4.1,4.8,5.3,5.8,5.5,5.5,5.4,5.9,5.2,5.6,54
The former Yugoslav Republic of Macedonia,Category2,0,4.9,4.4,4.2,4.1,4.1,5.1,50,5.4,5.3,5.8,5.6,5.6
The former Yugoslav Republic of Macedonia,Category3,0,0,0,0,0,.9,.4,.4,.9,.7,3,0,.7
The former Yugoslav Republic of Macedonia,Category4,0,0,0,0,0,2.7,2.7,2.5,2.7,2.4,2.1,3.8,1.9
The former Yugoslav Republic of Macedonia,Category5,0,0,0,0,0,1.6,2.5,2.3,2.3,2.7,1.2,1.9,2.3
The former Yugoslav Republic of Macedonia,Category6,0,0,0,0,0,1.7,1.6,1.2,1.7,.6,8,.8,1.2
The former Yugoslav Republic of Macedonia,Category7,0,0,0,0,0,.6,.6,14,1.9,1.3,1.8,1.2,1.2
The former Yugoslav Republic of Macedonia,Category8,0,0,0,0,0,3.5,32,2.6,3.5,2.2,3.1,2.3,2.7
The former Yugoslav Republic of Macedonia,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
The former Yugoslav Republic of Macedonia,Category10,0,0,0,0,0,50,5.8,56,5.6,5.5,5.6,0,4.6
The former Yugoslav Republic of Macedonia,Category11,0,0,0,0,0,3.4,3.3,35,3.3,3.2,5.3,5.2,4.6
The former Yugoslav Republic of Macedonia,Category12,0,0,0,0,0,7.6,7.9,72,7.8,7.4,64,6.8,6.3
The former Yugoslav Republic of Macedonia,Category13,0,0,0,0,0,3.6,3.3,3.4,4.2,4.5,4.2,5.8,4.2
The former Yugoslav Republic of Macedonia,Category14,0,0,0,0,0,5.5,5.7,4.6,52,6.4,4.6,5.5,4.6
The former Yugoslav Republic of Macedonia,Category15,0,0,0,0,0,56,5.6,5.9,60,5.2,6.7,6.3,5.5
The former Yugoslav Republic of Macedonia,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Category1,0,0,0,0,0,0,0,1.2,0,0,.6,.8,.4
Togo,Category2,0,0,0,0,0,0,0,12,0,0,1.6,1.7,1.2
Togo,Category3,0,0,0,0,0,0,0,1.1,0,0,1.1,0,1.4
Togo,Category4,0,0,0,0,0,0,0,6,0,0,.4,0,.3
Togo,Category5,0,0,0,0,0,0,0,1.2,0,0,13,0,1.4
Togo,Category6,0,0,0,0,0,0,0,.6,0,0,2.6,0,2.9
Togo,Category7,0,0,0,0,0,0,0,0,0,0,36,0,2
Togo,Category8,0,0,0,0,0,0,0,3.7,0,0,0,0,3.6
Togo,Category9,0,0,0,0,0,0,0,2.4,0,0,0,0,.4
Togo,Category10,0,0,0,0,0,0,0,1.3,0,0,.4,0,.1
Togo,Category11,0,0,0,0,0,0,0,.7,0,0,1.9,0,.8
Togo,Category12,0,0,0,0,0,0,0,1.4,0,0,8,0,.3
Togo,Category13,0,0,0,0,0,0,0,0,0,0,.8,0,.8
Togo,Category14,0,0,0,0,0,0,0,0,0,0,15,0,1.1
Togo,Category15,0,0,0,0,0,0,0,16,0,0,0,0,1.1
Togo,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category2,3.2,3.7,0,4.2,39,3.4,3.6,3.4,4.5,5.9,4.6,4.8,4.8
Trinidad and Tobago,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Category1,0,3.6,3.2,3.4,3.9,3.2,3.1,3.1,3.6,3.4,3.7,3.4,3.9
Turkey,Category2,3.3,3.2,3.6,3.9,3.4,3.1,3.3,3.7,3.5,3.3,3.8,3.6,3.2
Turkey,Category3,0,0,0,0,0,1.7,1.4,1.2,11,1.5,13,1.1,1.9
Turkey,Category4,0,0,0,0,0,37,39,4.7,4.4,4.1,46,4.2,4.1
Turkey,Category5,0,0,0,0,0,1.3,1.5,1.3,1.3,17,1.2,1.4,1.1
Turkey,Category6,0,0,0,0,0,.8,8,.4,.9,.7,.2,.7,.7
Turkey,Category7,0,0,0,0,0,15,1.9,1.1,1.5,1.1,1.1,1.9,1.7
Turkey,Category8,0,0,0,0,0,.2,.2,.3,7,.6,.6,.7,.5
Turkey,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Category10,0,0,0,0,0,3.5,3.8,37,3.8,3.9,3.2,3.4,3.4
Turkey,Category11,0,0,0,0,0,2.6,26,2.6,2.5,2.1,2.3,2.5,24
Turkey,Category12,0,0,0,0,0,4.7,4.3,4.9,4.3,4.5,4.3,4.2,4.9
Turkey,Category13,0,0,0,0,0,2.1,2.8,3.1,2.3,3.2,3.3,3.5,3.7
Turkey,Category14,0,0,0,0,0,38,3.1,3.6,4.3,4.7,4.7,4.1,4.6
Turkey,Category15,0,0,0,0,0,4.3,4.6,4.3,42,4.4,4.2,4.1,4.4
Turkey,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Category1,0,0,0,0,0,0,0,0,0,0,2.3,0,0
Uganda,Category2,3.5,3.5,3.5,3.5,3.6,3.5,3.5,41,3.6,4.4,2.3,0,0
Uganda,Category3,0,0,0,0,0,0,0,0,0,0,15,0,0
Uganda,Category4,0,0,0,0,0,0,0,0,0,0,.6,0,0
Uganda,Category5,0,0,0,0,0,0,0,0,0,0,.3,0,0
Uganda,Category6,0,0,0,0,0,0,0,0,0,0,13,0,0
Uganda,Category7,0,0,0,0,0,0,0,0,0,0,4.2,0,0
Uganda,Category8,0,0,0,0,0,0,0,0,0,0,.9,0,0
Uganda,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Category10,0,0,0,0,0,0,0,0,0,0,1.3,0,0
Uganda,Category11,0,0,0,0,0,0,0,0,0,0,19,0,0
Uganda,Category12,0,0,0,0,0,0,0,0,0,0,2.9,0,0
Uganda,Category13,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Uganda,Category14,0,0,0,0,0,0,0,0,0,0,3.2,0,0
Uganda,Category15,0,0,0,0,0,0,0,0,0,0,3.8,0,0
Uganda,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Category1,0,0,0,0,0,0,0,4.9,0,0,0,0,0
Ukraine,Category2,0,4.9,4.9,4.1,4.9,4.1,4.2,4.9,45,4.8,4.2,4.5,4.8
Ukraine,Category3,0,0,0,0,0,0,0,2.2,0,2.5,0,2.6,0
Ukraine,Category4,0,0,0,0,0,0,0,4.4,0,4.8,0,42,0
Ukraine,Category5,0,0,0,0,0,0,0,.6,0,.5,0,.9,0
Ukraine,Category6,0,0,0,0,0,0,0,.7,0,9,0,.2,0
Ukraine,Category7,0,0,0,0,0,0,0,7,0,.9,0,.2,0
Ukraine,Category8,0,0,0,0,0,0,0,.6,0,.5,0,3,0
Ukraine,Category9,0,0,0,0,0,0,0,.5,0,.9,0,8,0
Ukraine,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category2,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category2,0,0,0,0,0,3.7,0,3.8,0,3.9,3.3,3.7,3.8
United Kingdom,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category1,0,0,0,0,0,0,0,0,0,0,2.6,0,0
United Republic of Tanzania,Category2,0,0,0,0,0,0,0,2.3,0,0,2.4,0,0
United Republic of Tanzania,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category2,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category2,1.2,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Category1,0,0,0,0,0,0,0,0,0,0,0,0,4.6
Uruguay,Category2,4.6,0,4.2,0,0,0,4.4,0,5.4,5.6,51,4.5,4.6
Uruguay,Category3,2.3,0,3.1,0,0,0,0,0,3.8,3.6,3.6,30,3.7
Uruguay,Category4,1.1,0,1.6,0,0,0,0,0,1.1,1.1,1.2,1.5,1.4
Uruguay,Category5,1.2,0,16,0,0,0,0,0,1.2,1.7,1.9,13,1.1
Uruguay,Category6,1.9,0,2.9,0,0,0,0,0,1.2,1.2,1.4,1.8,15
Uruguay,Category7,2.9,0,.6,0,0,0,0,0,21,20,2.2,2.6,2.9
Uruguay,Category8,.6,0,.7,0,0,0,0,0,.3,.4,.6,.9,.8
Uruguay,Category9,0,0,0,0,0,0,0,0,.2,.1,.1,.1,0
Uruguay,Category10,0,0,0,0,0,0,0,0,0,0,0,0,4.9
Uruguay,Category11,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Uruguay,Category12,0,0,0,0,0,0,0,0,0,0,0,0,5.3
Uruguay,Category13,0,0,0,0,0,0,0,0,0,0,0,0,4.6
Uruguay,Category14,0,0,0,0,0,0,0,0,0,0,0,0,50
Uruguay,Category15,0,0,0,0,0,0,0,0,0,0,0,0,5.2
Uruguay,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Category1,0,0,0,0,0,0,0,0,0,0,0,3.1,0
Uzbekistan,Category2,0,0,0,0,0,0,0,4.2,4.7,43,4.2,4.9,0
Uzbekistan,Category3,0,0,0,0,0,0,0,0,0,0,0,1.9,0
Uzbekistan,Category4,0,0,0,0,0,0,0,0,0,0,0,.7,0
Uzbekistan,Category5,0,0,0,0,0,0,0,0,0,0,0,.6,0
Uzbekistan,Category6,0,0,0,0,0,0,0,0,0,0,0,.3,0
Uzbekistan,Category7,0,0,0,0,0,0,0,0,0,0,0,.9,0
Uzbekistan,Category8,0,0,0,0,0,0,0,0,0,0,0,.5,0
Uzbekistan,Category9,0,0,0,0,0,0,0,0,0,0,0,54,0
Uzbekistan,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela (Bolivarian Republic of),Category1,0,0,0,0,0,0,0,0,5.8,5.4,0,0,0
Venezuela (Bolivarian Republic of),Category2,4.5,4.4,4.4,4.6,4.6,4.7,5.4,5.9,5.1,5.5,5.5,5.4,5.3
Venezuela (Bolivarian Republic of),Category3,2.6,21,21,19,1.5,1.6,1.3,1.3,1.9,1.9,0,0,0
Venezuela (Bolivarian Republic of),Category4,13,1.9,1.9,1.9,1.1,1.9,1.6,14,1.7,1.3,0,0,0
Venezuela (Bolivarian Republic of),Category5,4.3,4.4,4.4,2.3,2.1,2.6,2.8,2.3,2.8,2.3,0,0,0
Venezuela (Bolivarian Republic of),Category6,0,0,0,1.2,1.9,2.9,1.5,1.2,1.3,1.3,0,0,0
Venezuela (Bolivarian Republic of),Category7,22,2.6,2.6,2.6,2.4,28,3.9,3.3,3.3,3.2,0,0,0
Venezuela (Bolivarian Republic of),Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela (Bolivarian Republic of),Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela (Bolivarian Republic of),Category10,0,0,0,0,0,0,0,0,3.3,3.6,0,0,0
Venezuela (Bolivarian Republic of),Category11,0,0,0,0,0,0,0,0,4.6,4.3,0,0,0
Venezuela (Bolivarian Republic of),Category12,0,0,0,0,0,0,0,0,6.9,6.2,0,0,0
Venezuela (Bolivarian Republic of),Category13,0,0,0,0,0,0,0,0,4.6,4.3,0,0,0
Venezuela (Bolivarian Republic of),Category14,0,0,0,0,0,0,0,0,6.1,6.3,0,0,0
Venezuela (Bolivarian Republic of),Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela (Bolivarian Republic of),Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category1,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category2,0,0,4.8,0,0,0,0,0,0,0,0,4.7,0
Viet Nam,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category1,0,0,0,0,0,0,0,0,3.3,0,0,0,0
Zambia,Category2,0,0,1.4,1.6,2.2,2.4,0,0,3.7,0,0,0,0
Zambia,Category3,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category4,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category5,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category6,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category7,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category8,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category9,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category10,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category11,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category13,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category14,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category15,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Category16,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Category1,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Zimbabwe,Category2,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Zimbabwe,Category3,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Zimbabwe,Category4,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Zimbabwe,Category5,0,0,0,0,0,0,0,0,0,0,0,0,.2
Zimbabwe,Category6,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Zimbabwe,Category7,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Zimbabwe,Category8,0,0,0,0,0,0,0,0,0,0,0,0,1.2
Zimbabwe,Category9,0,0,0,0,0,0,0,0,0,0,0,0,.3
Zimbabwe,Category10,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Zimbabwe,Category11,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Zimbabwe,Category12,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Category13,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Zimbabwe,Category14,0,0,0,0,0,0,0,0,0,0,0,0,2.2
Zimbabwe,Category15,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Zimbabwe,Category16,0,0,0,0,0,0,0,0,0,0,0,0,42
