"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value"
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2004","2004",5103
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2005","2005",5483
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2006","2006",6417
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2007","2007",6193
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2008","2008",6533
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2009","2009",5485
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2010","2010",5563
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2011","2011",5432
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2012","2012",5593
"20000","Total R&D personnel (FTE) - Total ","LVA","Latvia","2013","2013",5396
"20000","Total R&D personnel (FTE) - Total ","LSO","Lesotho","2002","2002",26
"20000","Total R&D personnel (FTE) - Total ","LSO","Lesotho","2003","2003",26
"20000","Total R&D personnel (FTE) - Total ","LSO","Lesotho","2004","2004",51
"20000","Total R&D personnel (FTE) - Total ","LSO","Lesotho","2009","2009",105
"20000","Total R&D personnel (FTE) - Total ","LSO","Lesotho","2011","2011",14
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","1996","1996",12569
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","1997","1997",12171
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","1998","1998",12847
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","1999","1999",12794
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2000","2000",11791
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2001","2001",11949
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2002","2002",9531
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2003","2003",9648
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2004","2004",10557
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2005","2005",11002
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2006","2006",11381
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2007","2007",12480
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2008","2008",12504
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2009","2009",11936
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2010","2010",12315
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2011","2011",11173
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2012","2012",10416
"20000","Total R&D personnel (FTE) - Total ","LTU","Lithuania","2013","2013",11080
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","1997","1997",1685
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","1998","1998",1892
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","1999","1999",1838
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2000","2000",1786
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2001","2001",1630
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2002","2002",1518
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2003","2003",1464
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2004","2004",1447
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2005","2005",1434
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2006","2006",1357
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2007","2007",1350
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2008","2008",1267
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2009","2009",1147
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2010","2010",1434
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2011","2011",1108
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2012","2012",1671
"20000","Total R&D personnel (FTE) - Total ","MKD","The former Yugoslav Republic of Macedonia","2013","2013",1563
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","1998","1998",1166
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","1999","1999",1114
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2000","2000",985
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2001","2001",1741
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2002","2002",1712
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2003","2003",1696
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2004","2004",1706
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2005","2005",1686
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2006","2006",1715
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2007","2007",1778
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2008","2008",1807
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2009","2009",1807
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2010","2010",1785
"20000","Total R&D personnel (FTE) - Total ","MDG","Madagascar","2011","2011",1830
"20000","Total R&D personnel (FTE) - Total ","MWI","Malawi","2007","2007",1638
"20000","Total R&D personnel (FTE) - Total ","MWI","Malawi","2010","2010",1721
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","1996","1996",4437
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","1998","1998",6656
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","2000","2000",10060
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","2002","2002",10731
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","2004","2004",17887
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","2006","2006",13416
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","2008","2008",22287
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","2009","2009",35461
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","2010","2010",50484
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","2011","2011",57405
"20000","Total R&D personnel (FTE) - Total ","MYS","Malaysia","2012","2012",62807
"20000","Total R&D personnel (FTE) - Total ","MLI","Mali","2006","2006",672
"20000","Total R&D personnel (FTE) - Total ","MLI","Mali","2010","2010",856
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2002","2002",475
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2003","2003",413
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2004","2004",717
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2005","2005",825
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2006","2006",862
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2007","2007",862
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2008","2008",941
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2009","2009",911
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2010","2010",1121
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2011","2011",1383
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2012","2012",1458
"20000","Total R&D personnel (FTE) - Total ","MLT","Malta","2013","2013",1473
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2003","2003",5005
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2004","2004",4797
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2005","2005",4672
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2006","2006",4505
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2007","2007",4587
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2008","2008",4643
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2009","2009",4573
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2010","2010",4316
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2011","2011",4390
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2012","2012",4358
"20000","Total R&D personnel (FTE) - Total ","MDA","Republic of Moldova","2013","2013",4180
"20000","Total R&D personnel (FTE) - Total ","MCO","Monaco","2004","2004",18
"20000","Total R&D personnel (FTE) - Total ","MCO","Monaco","2005","2005",18
"20000","Total R&D personnel (FTE) - Total ","MAR","Morocco","2006","2006",23209
"20000","Total R&D personnel (FTE) - Total ","MAR","Morocco","2007","2007",23201
"20000","Total R&D personnel (FTE) - Total ","MAR","Morocco","2008","2008",25253
"20000","Total R&D personnel (FTE) - Total ","MAR","Morocco","2010","2010",28041
"20000","Total R&D personnel (FTE) - Total ","MAR","Morocco","2011","2011",32584
"20000","Total R&D personnel (FTE) - Total ","MOZ","Mozambique","2006","2006",1532
"20000","Total R&D personnel (FTE) - Total ","MOZ","Mozambique","2008","2008",1555
"20000","Total R&D personnel (FTE) - Total ","MOZ","Mozambique","2009","2009",351
"20000","Total R&D personnel (FTE) - Total ","MOZ","Mozambique","2010","2010",2164
"20000","Total R&D personnel (FTE) - Total ","MMR","Myanmar","1997","1997",500
"20000","Total R&D personnel (FTE) - Total ","MMR","Myanmar","1998","1998",741
"20000","Total R&D personnel (FTE) - Total ","MMR","Myanmar","1999","1999",2797
"20000","Total R&D personnel (FTE) - Total ","MMR","Myanmar","2001","2001",4373
"20000","Total R&D personnel (FTE) - Total ","MMR","Myanmar","2002","2002",7418
"20000","Total R&D personnel (FTE) - Total ","NPL","Nepal","2002","2002",6500,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","NIC","Nicaragua","1997","1997",493
"20000","Total R&D personnel (FTE) - Total ","NER","Niger","2001","2001",611
"20000","Total R&D personnel (FTE) - Total ","NER","Niger","2002","2002",594
"20000","Total R&D personnel (FTE) - Total ","NER","Niger","2003","2003",569
"20000","Total R&D personnel (FTE) - Total ","NER","Niger","2004","2004",599
"20000","Total R&D personnel (FTE) - Total ","NER","Niger","2005","2005",595
"20000","Total R&D personnel (FTE) - Total ","NGA","Nigeria","2007","2007",11330
"20000","Total R&D personnel (FTE) - Total ","PSE","Palestine","2007","2007",566
"20000","Total R&D personnel (FTE) - Total ","PSE","Palestine","2008","2008",669
"20000","Total R&D personnel (FTE) - Total ","PSE","Palestine","2009","2009",1167
"20000","Total R&D personnel (FTE) - Total ","PSE","Palestine","2010","2010",2074
"20000","Total R&D personnel (FTE) - Total ","PSE","Palestine","2013","2013",5161
"20000","Total R&D personnel (FTE) - Total ","PAK","Pakistan","1997","1997",36706
"20000","Total R&D personnel (FTE) - Total ","PAK","Pakistan","2005","2005",53159
"20000","Total R&D personnel (FTE) - Total ","PAK","Pakistan","2007","2007",69619
"20000","Total R&D personnel (FTE) - Total ","PAK","Pakistan","2009","2009",74695
"20000","Total R&D personnel (FTE) - Total ","PAK","Pakistan","2011","2011",70380
"20000","Total R&D personnel (FTE) - Total ","PAK","Pakistan","2013","2013",75658
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","1996","1996",847
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","1997","1997",922
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","1998","1998",1194
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","1999","1999",990
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2000","2000",1142
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2001","2001",1068
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2002","2002",1331
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2003","2003",1356
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2004","2004",941
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2005","2005",1302
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2006","2006",1287
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2007","2007",1819
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2008","2008",1449
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2009","2009",531
"20000","Total R&D personnel (FTE) - Total ","PAN","Panama","2011","2011",893
"20000","Total R&D personnel (FTE) - Total ","PRY","Paraguay","2001","2001",1149
"20000","Total R&D personnel (FTE) - Total ","PRY","Paraguay","2002","2002",1106
"20000","Total R&D personnel (FTE) - Total ","PRY","Paraguay","2003","2003",1114
"20000","Total R&D personnel (FTE) - Total ","PRY","Paraguay","2004","2004",1204
"20000","Total R&D personnel (FTE) - Total ","PRY","Paraguay","2005","2005",614
"20000","Total R&D personnel (FTE) - Total ","PRY","Paraguay","2008","2008",667
"20000","Total R&D personnel (FTE) - Total ","PRY","Paraguay","2011","2011",496
"20000","Total R&D personnel (FTE) - Total ","PHL","Philippines","2003","2003",9390
"20000","Total R&D personnel (FTE) - Total ","PHL","Philippines","2005","2005",9407
"20000","Total R&D personnel (FTE) - Total ","PHL","Philippines","2007","2007",9357
"20000","Total R&D personnel (FTE) - Total ","PRI","Puerto Rico","2013","2013",1762
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","1996","1996",59907
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","1997","1997",54436
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","1998","1998",52454
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","1999","1999",44091
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2000","2000",33892
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2001","2001",32639
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2002","2002",32799
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2003","2003",33077
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2004","2004",33361
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2005","2005",33222
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2006","2006",29340
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2007","2007",28977
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2008","2008",30390
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2009","2009",28398
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2010","2010",26171
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2011","2011",29749
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2012","2012",31135
"20000","Total R&D personnel (FTE) - Total ","ROU","Romania","2013","2013",33185
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","1996","1996",1113244
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","1997","1997",1053013
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","1998","1998",967499
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","1999","1999",989291
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2000","2000",1007257
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2001","2001",1008091
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2002","2002",986854
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2003","2003",973382
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2004","2004",951569
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2005","2005",919716
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2006","2006",916509
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2007","2007",912291
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2008","2008",869772
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2009","2009",845942
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2010","2010",839992
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2011","2011",839183
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2012","2012",828401
"20000","Total R&D personnel (FTE) - Total ","RUS","Russian Federation","2013","2013",826733
"20000","Total R&D personnel (FTE) - Total ","SHN","Saint Helena","1998","1998",29
"20000","Total R&D personnel (FTE) - Total ","SHN","Saint Helena","1999","1999",42
"20000","Total R&D personnel (FTE) - Total ","SHN","Saint Helena","2000","2000",33
"20000","Total R&D personnel (FTE) - Total ","SEN","Senegal","2006","2006",3299,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","SEN","Senegal","2007","2007",3565,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","SEN","Senegal","2008","2008",5540
"20000","Total R&D personnel (FTE) - Total ","SEN","Senegal","2010","2010",5642
"20000","Total R&D personnel (FTE) - Total ","SYC","Seychelles","2005","2005",180
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","1996","1996",11125
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","1997","1997",12064
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","1998","1998",13804
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","1999","1999",15098
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2000","2000",19365
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2001","2001",19453
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2002","2002",21871
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2003","2003",23514
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2004","2004",25492
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2005","2005",28586
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2006","2006",30129
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2007","2007",32198
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2008","2008",33165
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2009","2009",35896
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2010","2010",37013
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2011","2011",38996
"20000","Total R&D personnel (FTE) - Total ","SGP","Singapore","2012","2012",39459
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","1996","1996",8882
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","1997","1997",7985
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","1998","1998",8290
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","1999","1999",8495
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2000","2000",8568
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2001","2001",8608
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2002","2002",8615
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2003","2003",6805
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2004","2004",7132
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2005","2005",8994
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2006","2006",9793
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2007","2007",10369
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2008","2008",11594
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2009","2009",12410
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2010","2010",12940
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2011","2011",15269
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2012","2012",14974
"20000","Total R&D personnel (FTE) - Total ","SVN","Slovenia","2013","2013",15229
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","1997","1997",17890
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2001","2001",21196
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2003","2003",25189
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2004","2004",29696
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2005","2005",28798
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2006","2006",30984
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2007","2007",31352
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2008","2008",30802
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2009","2009",30891
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2010","2010",29486
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2011","2011",30978
"20000","Total R&D personnel (FTE) - Total ","ZAF","South Africa","2012","2012",35050
"20000","Total R&D personnel (FTE) - Total ","LKA","Sri Lanka","1996","1996",4281
"20000","Total R&D personnel (FTE) - Total ","LKA","Sri Lanka","2004","2004",5475
"20000","Total R&D personnel (FTE) - Total ","LKA","Sri Lanka","2006","2006",4513
"20000","Total R&D personnel (FTE) - Total ","LKA","Sri Lanka","2008","2008",5607
"20000","Total R&D personnel (FTE) - Total ","LKA","Sri Lanka","2010","2010",5714
"20000","Total R&D personnel (FTE) - Total ","THA","Thailand","1996","1996",10209
"20000","Total R&D personnel (FTE) - Total ","THA","Thailand","1997","1997",14022
"20000","Total R&D personnel (FTE) - Total ","THA","Thailand","1999","1999",20048
"20000","Total R&D personnel (FTE) - Total ","THA","Thailand","2001","2001",32011
"20000","Total R&D personnel (FTE) - Total ","THA","Thailand","2003","2003",42379
"20000","Total R&D personnel (FTE) - Total ","THA","Thailand","2005","2005",36967
"20000","Total R&D personnel (FTE) - Total ","THA","Thailand","2007","2007",42624
"20000","Total R&D personnel (FTE) - Total ","THA","Thailand","2009","2009",60344
"20000","Total R&D personnel (FTE) - Total ","THA","Thailand","2011","2011",53123
"20000","Total R&D personnel (FTE) - Total ","TGO","Togo","2003","2003",235
"20000","Total R&D personnel (FTE) - Total ","TGO","Togo","2004","2004",228
"20000","Total R&D personnel (FTE) - Total ","TGO","Togo","2005","2005",312
"20000","Total R&D personnel (FTE) - Total ","TGO","Togo","2006","2006",230
"20000","Total R&D personnel (FTE) - Total ","TGO","Togo","2007","2007",320
"20000","Total R&D personnel (FTE) - Total ","TGO","Togo","2010","2010",444
"20000","Total R&D personnel (FTE) - Total ","TGO","Togo","2011","2011",444
"20000","Total R&D personnel (FTE) - Total ","TGO","Togo","2012","2012",458
"20000","Total R&D personnel (FTE) - Total ","UKR","Ukraine","2006","2006",136245
"20000","Total R&D personnel (FTE) - Total ","UKR","Ukraine","2007","2007",132926
"20000","Total R&D personnel (FTE) - Total ","UKR","Ukraine","2008","2008",127346
"20000","Total R&D personnel (FTE) - Total ","UKR","Ukraine","2009","2009",118747
"20000","Total R&D personnel (FTE) - Total ","UKR","Ukraine","2010","2010",116321
"20000","Total R&D personnel (FTE) - Total ","UKR","Ukraine","2011","2011",110918
"20000","Total R&D personnel (FTE) - Total ","UKR","Ukraine","2012","2012",105530
"20000","Total R&D personnel (FTE) - Total ","UKR","Ukraine","2013","2013",99883
"20000","Total R&D personnel (FTE) - Total ","URY","Uruguay","1999","1999",792
"20000","Total R&D personnel (FTE) - Total ","URY","Uruguay","2000","2000",1097
"20000","Total R&D personnel (FTE) - Total ","URY","Uruguay","2002","2002",1412
"20000","Total R&D personnel (FTE) - Total ","VNM","Viet Nam","2002","2002",11356
"20000","Total R&D personnel (FTE) - Total ","ZMB","Zambia","1996","1996",1959
"20000","Total R&D personnel (FTE) - Total ","ZMB","Zambia","1997","1997",2073
"20000","Total R&D personnel (FTE) - Total ","ZMB","Zambia","1998","1998",2085
"20000","Total R&D personnel (FTE) - Total ","ZMB","Zambia","1999","1999",2098
"20000","Total R&D personnel (FTE) - Total ","ZMB","Zambia","2008","2008",2130
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2001","2001",196,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2002","2002",196,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2003","2003",249,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2004","2004",349,"+","National Estimation"
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2005","2005",413
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2006","2006",418
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2007","2007",398
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2008","2008",438
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2009","2009",545
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2010","2010",676
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2011","2011",716
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2012","2012",794
"20000","Total R&D personnel (FTE) - Total ","MAC","China, Macao Special Administrative Region","2013","2013",965
"20000","Total R&D personnel (FTE) - Total ","SRB","Serbia","2007","2007",15921
"20000","Total R&D personnel (FTE) - Total ","SRB","Serbia","2008","2008",17374
"20000","Total R&D personnel (FTE) - Total ","SRB","Serbia","2009","2009",18107
"20000","Total R&D personnel (FTE) - Total ","SRB","Serbia","2010","2010",17274
"20000","Total R&D personnel (FTE) - Total ","SRB","Serbia","2011","2011",17489
"20000","Total R&D personnel (FTE) - Total ","SRB","Serbia","2012","2012",17730
"20000","Total R&D personnel (FTE) - Total ","SRB","Serbia","2013","2013",18143
"20104","Total R&D personnel (FTE) - Female","AUT","Austria","1998","1998",6936
"20104","Total R&D personnel (FTE) - Female","AUT","Austria","2002","2002",8561
"20104","Total R&D personnel (FTE) - Female","AUT","Austria","2004","2004",10112
"20104","Total R&D personnel (FTE) - Female","AUT","Austria","2006","2006",11606
"20104","Total R&D personnel (FTE) - Female","AUT","Austria","2007","2007",12618
"20104","Total R&D personnel (FTE) - Female","AUT","Austria","2009","2009",14066
"20104","Total R&D personnel (FTE) - Female","AUT","Austria","2011","2011",15092
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2000","2000",14692
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2001","2001",15556
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2002","2002",15454
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2003","2003",15825
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2004","2004",16319
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2005","2005",17057
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2006","2006",17807
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2007","2007",18557
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2008","2008",19591
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2009","2009",20118
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2010","2010",20557
"20104","Total R&D personnel (FTE) - Female","BEL","Belgium","2011","2011",21352
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2000","2000",8036
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2001","2001",8699
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2002","2002",8484
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2003","2003",8871
"20104","Total R&D personnel (FTE) - Female","CZE","Czech Republic","2004","2004",8808
